"PromiseNo","CustomerID","CustomerName","RiskTier","Segment","CollectorName","PromiseMadeDate","PromisedPayDate","PromisedAmount","CashInWindow","PctOfPromise","DaysSincePromised","PromiseStatus"
"PTP-000858","C0364","Redline Industries - Northeast","Low","OEM Manufacturer","Marcus Bell","2025-08-15","2025-08-26","2320.89","2442.99","105.26","127","Kept"
"PTP-000861","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-08-09","2025-08-27","4889.56","0.00","0.00","126","Broken"
"PTP-000859","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-08-03","2025-08-27","767.46","0.00","0.00","126","Broken"
"PTP-000860","C0112","Ironbridge Fabrication - Midwest","Low","OEM Manufacturer","Marcus Bell","2025-08-21","2025-08-27","1734.94","1766.80","101.84","126","Kept"
"PTP-000863","C0140","Apex Parts & Service","Medium","MRO Reseller","Grace Lindqvist","2025-08-17","2025-08-28","701.18","4308.80","614.51","125","Kept"
"PTP-000862","C0012","Lakeshore Mechanical","Low","Contractor","Elena Ruiz","2025-08-16","2025-08-28","6604.85","10246.29","155.13","125","Kept"
"PTP-000864","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-08-18","2025-08-28","837.45","0.00","0.00","125","Broken"
"PTP-000865","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-08-05","2025-08-28","3073.08","0.00","0.00","125","Broken"
"PTP-000866","C0300","Cedar Ridge Contracting - West 3","Medium","Contractor","Tomas Okafor","2025-08-15","2025-08-28","7312.78","8114.27","110.96","125","Kept"
"PTP-000872","C0256","Oakmont School District","Medium","Institutional","Elena Ruiz","2025-08-23","2025-08-29","1231.02","11971.64","972.50","124","Kept"
"PTP-000871","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-08-11","2025-08-29","4526.96","0.00","0.00","124","Broken"
"PTP-000867","C0012","Lakeshore Mechanical","Low","Contractor","Elena Ruiz","2025-08-19","2025-08-29","1773.78","10246.29","577.65","124","Kept"
"PTP-000868","C0033","Lakeshore Construction","Medium","Contractor","Elena Ruiz","2025-08-17","2025-08-29","1167.44","1292.60","110.72","124","Kept"
"PTP-000870","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-08-26","2025-08-29","3817.81","8150.19","213.48","124","Kept"
"PTP-000869","C0125","Summit MRO Services","High","MRO Reseller","Grace Lindqvist","2025-08-25","2025-08-29","1049.52","3360.86","320.23","124","Kept"
"PTP-000875","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-08-23","2025-08-30","2010.01","8150.19","405.48","123","Kept"
"PTP-000873","C0007","Cedar Ridge Industrial Supply","High","MRO Reseller","Sam Horowitz","2025-08-25","2025-08-30","3387.45","4403.57","130.00","123","Kept"
"PTP-000874","C0067","Cedar Ridge Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-08-19","2025-08-30","2150.67","5909.12","274.76","123","Kept"
"PTP-000878","C0270","Stonegate Maintenance Supply - Southeast","Medium","MRO Reseller","Sam Horowitz","2025-08-17","2025-08-30","2969.98","3127.42","105.30","123","Kept"
"PTP-000879","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-08-15","2025-08-30","974.07","0.00","0.00","123","Broken"
"PTP-000877","C0225","Titan Parts & Service","High","MRO Reseller","Sam Horowitz","2025-08-25","2025-08-30","1384.00","2050.33","148.15","123","Kept"
"PTP-000876","C0222","Cedar Ridge Mechanical - Midwest","Medium","Contractor","Elena Ruiz","2025-08-28","2025-08-30","875.34","14467.70","1652.81","123","Kept"
"PTP-000881","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-08-11","2025-08-31","589.52","0.00","0.00","122","Broken"
"PTP-000882","C0254","Pioneer Medical Center - West","Low","Institutional","Elena Ruiz","2025-08-23","2025-08-31","1300.13","1327.03","102.07","122","Kept"
"PTP-000883","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-08-18","2025-08-31","5914.20","0.00","0.00","122","Broken"
"PTP-000884","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-08-07","2025-08-31","3387.97","0.00","0.00","122","Broken"
"PTP-000885","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-08-18","2025-08-31","3847.00","0.00","0.00","122","Broken"
"PTP-000880","C0088","Westbrook Builders - West","High","Contractor","Elena Ruiz","2025-08-28","2025-08-31","2780.30","2922.24","105.11","122","Kept"
"PTP-000886","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-08-07","2025-08-31","3839.10","0.00","0.00","122","Broken"
"PTP-000889","C0392","Apex Industrial Supply - Southwest 3","High","MRO Reseller","Grace Lindqvist","2025-08-28","2025-09-01","796.35","5890.96","739.75","121","Kept"
"PTP-000888","C0185","Harbor Supply Co.","Low","MRO Reseller","Sam Horowitz","2025-08-28","2025-09-01","2836.38","3602.52","127.01","121","Kept"
"PTP-000887","C0054","Titan Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-08-22","2025-09-01","7050.10","7745.36","109.86","121","Kept"
"PTP-000890","C0082","Apex Supply Co.","Low","MRO Reseller","Grace Lindqvist","2025-08-21","2025-09-02","1390.92","3319.45","238.65","120","Kept"
"PTP-000891","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-08-08","2025-09-02","2780.45","0.00","0.00","120","Broken"
"PTP-000892","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-08-24","2025-09-02","2097.69","11859.58","565.36","120","Kept"
"PTP-000896","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-09-01","2025-09-03","12390.45","15614.53","126.02","119","Kept"
"PTP-000895","C0120","Ironbridge Medical Center","Low","Institutional","Marcus Bell","2025-08-31","2025-09-03","10023.22","10608.42","105.84","119","Kept"
"PTP-000894","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-08-18","2025-09-03","1224.61","0.00","0.00","119","Broken"
"PTP-000893","C0038","Summit Fabrication","High","OEM Manufacturer","Priya Natarajan","2025-08-21","2025-09-03","1514.15","6113.92","403.79","119","Kept"
"PTP-000897","C0058","Lakeshore Builders","Low","Contractor","Elena Ruiz","2025-08-25","2025-09-05","7529.63","7681.78","102.02","117","Kept"
"PTP-000898","C0122","Frontier Fabrication - Northeast","Low","OEM Manufacturer","Priya Natarajan","2025-08-31","2025-09-05","5352.67","5597.73","104.58","117","Kept"
"PTP-000900","C0170","Titan Industries","Low","OEM Manufacturer","Priya Natarajan","2025-08-30","2025-09-05","6701.97","7072.24","105.52","117","Kept"
"PTP-000899","C0139","Harbor Machine Works","Medium","OEM Manufacturer","Priya Natarajan","2025-08-26","2025-09-05","4480.65","9625.96","214.83","117","Kept"
"PTP-000902","C0368","Stonegate Machine Works - West","Low","OEM Manufacturer","Priya Natarajan","2025-08-22","2025-09-05","8320.36","8648.86","103.95","117","Kept"
"PTP-000901","C0354","Westbrook Supply Co. - Southeast","High","MRO Reseller","Grace Lindqvist","2025-08-25","2025-09-05","1144.86","1151.97","100.62","117","Kept"
"PTP-000903","C0087","Riverbend Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-08-30","2025-09-06","2403.40","2456.37","102.20","116","Kept"
"PTP-000904","C0343","Bluewater Builders - Midwest 3","Low","Contractor","Elena Ruiz","2025-08-24","2025-09-06","4603.88","4658.96","101.20","116","Kept"
"PTP-000906","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-08-22","2025-09-07","4583.39","0.00","0.00","115","Broken"
"PTP-000907","C0275","Cedar Ridge Machine Works - Southwest","High","OEM Manufacturer","Priya Natarajan","2025-08-30","2025-09-07","2323.15","19790.49","851.88","115","Kept"
"PTP-000905","C0017","Silverline Fabrication","Low","OEM Manufacturer","Priya Natarajan","2025-08-30","2025-09-07","4757.88","12241.93","257.30","115","Kept"
"PTP-000908","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-08-25","2025-09-08","1110.37","0.00","0.00","114","Broken"
"PTP-000909","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-08-21","2025-09-08","4747.89","0.00","0.00","114","Broken"
"PTP-000910","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-08-23","2025-09-09","1352.43","0.00","0.00","113","Broken"
"PTP-000911","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-08-16","2025-09-10","764.61","0.00","0.00","112","Broken"
"PTP-000914","C0349","Granite Manufacturing","High","OEM Manufacturer","Marcus Bell","2025-09-04","2025-09-10","7502.48","32544.13","433.78","112","Kept"
"PTP-000913","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-08-16","2025-09-10","699.61","0.00","0.00","112","Broken"
"PTP-000912","C0308","Frontier Contracting - Midwest","Medium","Contractor","Tomas Okafor","2025-09-03","2025-09-10","5521.29","5625.35","101.88","112","Kept"
"PTP-000915","C0372","Cedar Ridge Mechanical - Southeast 3","Low","Contractor","Tomas Okafor","2025-09-06","2025-09-10","3459.00","3611.86","104.42","112","Kept"
"PTP-000918","C0359","Stonegate Fabrication - West","High","OEM Manufacturer","Marcus Bell","2025-09-05","2025-09-11","2177.29","2342.58","107.59","111","Kept"
"PTP-000917","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-08-19","2025-09-11","3911.59","0.00","0.00","111","Broken"
"PTP-000916","C0273","Oakmont Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-09-01","2025-09-11","6325.77","6351.13","100.40","111","Kept"
"PTP-000921","C0200","Harbor Mechanical","High","Contractor","Tomas Okafor","2025-09-07","2025-09-12","4011.26","4131.46","103.00","110","Kept"
"PTP-000919","C0048","Stonegate Industries","Medium","OEM Manufacturer","Priya Natarajan","2025-08-30","2025-09-12","800.37","13405.08","1674.86","110","Kept"
"PTP-000920","C0052","Westbrook Parts & Service","Medium","MRO Reseller","Grace Lindqvist","2025-09-08","2025-09-12","3138.24","5169.52","164.73","110","Kept"
"PTP-000923","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-09-03","2025-09-13","745.46","0.00","0.00","109","Broken"
"PTP-000922","C0015","Granite Contracting","Low","Contractor","Tomas Okafor","2025-09-01","2025-09-13","5058.55","7116.30","140.68","109","Kept"
"PTP-000924","C0236","Northfield Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-09-05","2025-09-13","1852.60","1882.33","101.60","109","Kept"
"PTP-000925","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-08-28","2025-09-13","736.02","0.00","0.00","109","Broken"
"PTP-000926","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-08-30","2025-09-13","5905.04","53676.38","908.99","109","Kept"
"PTP-000927","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-09-03","2025-09-13","10813.07","53676.38","496.40","109","Kept"
"PTP-000934","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-09-05","2025-09-14","9230.25","49461.18","535.86","108","Kept"
"PTP-000933","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-08-28","2025-09-14","1876.55","0.00","0.00","108","Broken"
"PTP-000932","C0378","Silverline Fabrication - Southwest","Medium","OEM Manufacturer","Priya Natarajan","2025-09-07","2025-09-14","1540.26","10853.18","704.63","108","Kept"
"PTP-000931","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-08-31","2025-09-14","3279.09","0.00","0.00","108","Broken"
"PTP-000928","C0039","Stonegate Contracting","Medium","Contractor","Tomas Okafor","2025-09-12","2025-09-14","3772.41","3796.96","100.65","108","Kept"
"PTP-000929","C0136","Crestview Industrial Supply - West","High","MRO Reseller","Grace Lindqvist","2025-09-03","2025-09-14","1146.23","1252.96","109.31","108","Kept"
"PTP-000930","C0147","Apex Manufacturing - Northeast","Low","OEM Manufacturer","Marcus Bell","2025-09-03","2025-09-14","11518.95","12673.40","110.02","108","Kept"
"PTP-000935","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-09-06","2025-09-16","4804.50","14936.67","310.89","106","Kept"
"PTP-000936","C0277","Lakeshore Construction - West","High","Contractor","Tomas Okafor","2025-08-31","2025-09-16","4575.00","0.00","0.00","106","Broken"
"PTP-000937","C0364","Redline Industries - Northeast","Low","OEM Manufacturer","Marcus Bell","2025-09-08","2025-09-16","3233.76","3307.39","102.28","106","Kept"
"PTP-000939","C0294","Titan Components","Low","OEM Manufacturer","Priya Natarajan","2025-08-27","2025-09-17","10643.72","0.00","0.00","105","Broken"
"PTP-000938","C0095","Stonegate Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-09-13","2025-09-17","1036.64","6966.07","671.99","105","Kept"
"PTP-000941","C0180","Titan Contracting","Low","Contractor","Elena Ruiz","2025-09-15","2025-09-18","970.35","1028.00","105.94","104","Kept"
"PTP-000940","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-09-02","2025-09-18","3362.45","0.00","0.00","104","Broken"
"PTP-000942","C0054","Titan Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-09-10","2025-09-20","15734.16","21006.27","133.51","102","Kept"
"PTP-000943","C0066","Summit Industries","Medium","OEM Manufacturer","Marcus Bell","2025-09-06","2025-09-20","3041.75","18995.48","624.49","102","Kept"
"PTP-000945","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-09-17","2025-09-20","2604.87","17774.72","682.36","102","Kept"
"PTP-000946","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-09-11","2025-09-20","14279.14","17774.72","124.48","102","Kept"
"PTP-000944","C0161","Titan Construction - Northeast","Low","Contractor","Elena Ruiz","2025-09-18","2025-09-20","5226.40","7655.08","146.47","102","Kept"
"PTP-000948","C0329","Northfield School District - Midwest","Low","Institutional","Priya Natarajan","2025-09-06","2025-09-20","8820.57","9684.07","109.79","102","Kept"
"PTP-000947","C0191","Bluewater Builders - Midwest","High","Contractor","Tomas Okafor","2025-09-15","2025-09-20","775.06","803.53","103.67","102","Kept"
"PTP-000950","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-09-11","2025-09-21","3143.01","0.00","0.00","101","Broken"
"PTP-000951","C0301","Titan Builders - Midwest 4","Medium","Contractor","Elena Ruiz","2025-09-17","2025-09-21","1634.94","1704.46","104.25","101","Kept"
"PTP-000949","C0103","Northfield Electric","Medium","Contractor","Tomas Okafor","2025-09-17","2025-09-21","942.47","994.99","105.57","101","Kept"
"PTP-000952","C0368","Stonegate Machine Works - West","Low","OEM Manufacturer","Priya Natarajan","2025-09-09","2025-09-21","1666.60","1783.84","107.03","101","Kept"
"PTP-000955","C0362","Ironbridge Construction","Medium","Contractor","Tomas Okafor","2025-09-17","2025-09-22","806.60","893.02","110.71","100","Kept"
"PTP-000953","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-09-04","2025-09-22","622.09","0.00","0.00","100","Broken"
"PTP-000954","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-09-06","2025-09-22","3647.71","0.00","0.00","100","Broken"
"PTP-000959","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-09-02","2025-09-23","4066.06","0.00","0.00","99","Broken"
"PTP-000958","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-09-02","2025-09-23","454.21","0.00","0.00","99","Broken"
"PTP-000957","C0066","Summit Industries","Medium","OEM Manufacturer","Marcus Bell","2025-09-08","2025-09-23","3195.76","0.00","0.00","99","Broken"
"PTP-000956","C0033","Lakeshore Construction","Medium","Contractor","Elena Ruiz","2025-09-13","2025-09-23","4980.39","5005.30","100.50","99","Kept"
"PTP-000960","C0023","Harbor Builders","High","Contractor","Tomas Okafor","2025-09-02","2025-09-24","825.06","0.00","0.00","98","Broken"
"PTP-000962","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-09-16","2025-09-24","5735.83","5841.29","101.84","98","Kept"
"PTP-000961","C0150","Northfield Industries","Low","OEM Manufacturer","Priya Natarajan","2025-09-14","2025-09-24","2826.04","3046.99","107.82","98","Kept"
"PTP-000964","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-09-18","2025-09-24","1756.31","10726.97","610.77","98","Kept"
"PTP-000963","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-09-08","2025-09-24","1946.87","0.00","0.00","98","Broken"
"PTP-000973","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-09-15","2025-09-25","4755.81","5014.78","105.45","97","Kept"
"PTP-000974","C0340","Bluewater Contracting","Low","Contractor","Tomas Okafor","2025-09-16","2025-09-25","1268.26","3230.14","254.69","97","Kept"
"PTP-000971","C0235","Riverbend Electric - Southeast","Medium","Contractor","Tomas Okafor","2025-09-22","2025-09-25","2811.17","6849.17","243.64","97","Kept"
"PTP-000972","C0254","Pioneer Medical Center - West","Low","Institutional","Elena Ruiz","2025-09-21","2025-09-25","686.59","712.47","103.77","97","Kept"
"PTP-000968","C0194","Riverbend Mechanical - Southeast","Medium","Contractor","Priya Natarajan","2025-09-13","2025-09-25","818.91","873.62","106.68","97","Kept"
"PTP-000969","C0202","Harbor MRO Services","Low","MRO Reseller","Sam Horowitz","2025-09-17","2025-09-25","3973.05","4137.48","104.14","97","Kept"
