"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-004164","LOM-0091","Lens Assembly Component 0091","Lens Assembly","Commodity","3","1","0","VEN-009","Oribel GmbH","Taiwan","Preferred","9.47","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-13","2025-01-31","2025","2025-01","61","304.2810","132.89","0.00","0","18561.14","18694.03","PA-0000411","304.2810","1","1","0.00","18561.14","61","61","0","1","1","100.00","306.4595","0.00","2025-02-02","2","0"
"PO-004165","LOM-0094","Fibre Connector Module 0094","Fibre Connector","Standard","3","5","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-13","2025-02-19","2025","2025-01","937","23.1553","256.34","0.00","0","21696.52","21952.86","PA-0000430","23.1553","1","1","0.00","21696.52","937","923","14","1","1","98.51","23.7842","324.17","2025-02-16","-3","1"
"PO-004166","LOM-0101","Precision Mount Assy 0101","Precision Mount","Critical","1","7","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-13","2025-03-01","2025","2025-01","106","193.6554","496.97","0.00","0","20527.47","21024.44","PA-0000459","193.6554","1","1","0.00","20527.47","106","105","1","1","1","99.06","200.2328","193.66","2025-03-10","9","0"
"PO-004167","LOM-0105","Photodetector Component 0105","Photodetector","Commodity","2","0","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-13","2025-02-03","2025","2025-01","87","100.0123","93.26","0.00","0","8701.07","8794.33","PA-0000477","100.0123","1","1","0.00","8701.07","87","86","1","1","1","98.85","102.2597","100.01","2025-02-07","4","0"
"PO-004168","LOM-0106","Optical Fibre Assy 0106","Optical Fibre","Critical","1","8","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-13","2025-02-19","2025","2025-01","405","52.4415","287.69","0.00","0","21238.81","21526.50","PA-0000483","52.4415","1","1","0.00","21238.81","405","402","3","1","1","99.26","53.5485","157.32","2025-02-16","-3","1"
"PO-004169","LOM-0108","Optical Coating Module 0108","Optical Coating","Standard","2","3","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-13","2025-02-16","2025","2025-01","229","125.1059","254.65","0.00","0","28649.25","28903.90","PA-0000495","125.1059","1","1","0.00","28649.25","229","226","3","1","1","98.69","127.8934","375.32","2025-02-14","-2","1"
"PO-004170","LOM-0108","Optical Coating Module 0108","Optical Coating","Standard","2","3","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-13","2025-02-20","2025","2025-01","296","125.1059","366.14","0.00","0","37031.35","37397.49","PA-0000495","125.1059","1","1","0.00","37031.35","296","290","6","1","1","97.97","128.9568","750.64","2025-02-17","-3","1"
"PO-004171","LOM-0024","Laser Diode Module 0024","Laser Diode","Standard","1","2","1","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-02","Rafael Duarte","Optoelectronics","2025-01-14","2025-02-13","2025","2025-01","84","446.3672","325.20","0.00","0","37494.84","37820.04","PA-0000112","446.3672","1","1","0.00","37494.84","84","83","1","1","1","98.81","455.6632","446.37","2025-02-18","5","0"
"PO-004172","LOM-0040","Laser Diode Component 0040","Laser Diode","Commodity","3","1","0","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-14","2025-02-10","2025","2025-01","131","173.5922","468.84","0.00","0","22740.58","23209.42","PA-0000183","173.5922","1","1","0.00","22740.58","131","130","1","1","1","99.24","178.5340","173.59","2025-02-08","-2","1"
"PO-004173","LOM-0046","Fibre Connector Module 0046","Fibre Connector","Standard","1","2","1","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-14","2025-02-12","2025","2025-01","543","24.0187","106.24","0.00","0","13042.15","13148.39","","","0","0","","","543","535","8","1","1","98.53","24.5764","192.15","2025-02-10","-2","1"
"PO-004174","LOM-0048","Laser Diode Module 0048","Laser Diode","Standard","3","5","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-14","2025-02-06","2025","2025-01","31","746.8791","242.99","0.00","0","23153.25","23396.24","PA-0000211","746.8791","1","1","0.00","23153.25","31","31","0","1","1","100.00","754.7175","0.00","2025-02-12","6","0"
"PO-004175","LOM-0054","Fibre Connector Component 0054","Fibre Connector","Commodity","3","1","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-14","2025-02-04","2025","2025-01","570","26.9526","310.67","0.00","0","15362.98","15673.65","","","0","0","","","570","564","6","1","1","98.95","27.7902","161.72","2025-02-12","8","0"
"PO-004176","LOM-0058","Optical Fibre Module 0058","Optical Fibre","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-14","2025-02-04","2025","2025-01","228","50.1549","252.29","0.00","0","11435.32","11687.61","PA-0000260","53.2145","1","1","-697.59","12132.91","228","226","2","1","1","99.12","51.7151","100.31","2025-02-04","0","1"
"PO-004177","LOM-0061","Precision Mount Module 0061","Precision Mount","Standard","1","2","1","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-14","2025-02-21","2025","2025-01","149","208.3059","563.53","0.00","0","31037.58","31601.11","PA-0000273","200.7516","1","1","1125.59","29911.99","149","149","0","1","1","100.00","212.0880","0.00","2025-02-19","-2","1"
"PO-004178","LOM-0078","Fibre Connector Assy 0078","Fibre Connector","Critical","1","7","1","VEN-034","Vectra Technologies","United Kingdom","Transactional","34.49","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-14","2025-03-01","2025","2025-01","681","10.0226","87.31","212.28","1","6825.39","7124.98","PA-0000356","10.0226","1","1","0.00","6825.39","681","678","3","1","1","99.56","10.5088","30.07","2025-02-27","-2","1"
"PO-004179","LOM-0109","Precision Mount Assy 0109","Precision Mount","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-14","2025-02-18","2025","2025-01","10","198.4343","32.59","0.00","0","1984.34","2016.93","PA-0000499","210.9303","1","1","-124.96","2109.30","10","10","0","1","1","100.00","201.6933","0.00","2025-02-17","-1","1"
"PO-004180","LOM-0118","Fibre Connector Component 0118","Fibre Connector","Commodity","2","0","0","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-14","2025-01-31","2025","2025-01","358","39.8211","205.34","0.00","0","14255.95","14461.29","PA-0000544","39.8211","1","1","0.00","14255.95","358","356","2","1","1","99.44","40.6216","79.64","2025-02-07","7","0"
"PO-004181","LOM-0004","Optical Coating Module 0004","Optical Coating","Standard","2","2","0","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-02-22","2025","2025-01","298","62.0203","282.52","0.00","0","18482.05","18764.57","PA-0000015","65.9347","1","1","-1166.49","19648.54","298","290","8","1","1","97.32","64.7054","496.16","2025-02-24","2","0"
"PO-004182","LOM-0026","Optical Fibre Module 0026","Optical Fibre","Standard","1","2","1","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-02-15","2025","2025-01","1289","45.8505","513.63","0.00","0","59101.29","59614.92","PA-0000118","45.8505","1","1","0.00","59101.29","1289","1281","8","1","1","99.38","46.5378","366.80","2025-02-18","3","0"
"PO-004183","LOM-0059","Lens Assembly Component 0059","Lens Assembly","Commodity","2","0","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-02-09","2025","2025-01","114","242.0575","615.57","0.00","0","27594.56","28210.13","PA-0000263","242.0575","1","1","0.00","27594.56","114","113","1","1","1","99.12","249.6471","242.06","2025-02-18","9","0"
"PO-004184","LOM-0083","Lens Assembly Assy 0083","Lens Assembly","Critical","1","8","1","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-03-06","2025","2025-01","129","361.7123","746.85","0.00","0","46660.89","47407.74","PA-0000375","361.7123","1","1","0.00","46660.89","129","128","1","1","1","99.22","370.3729","361.71","2025-03-06","0","1"
"PO-004185","LOM-0094","Fibre Connector Module 0094","Fibre Connector","Standard","3","5","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-02-18","2025","2025-01","763","23.1553","197.89","0.00","0","17667.49","17865.38","PA-0000430","23.1553","1","1","0.00","17667.49","763","761","2","1","1","99.74","23.4762","46.31","2025-02-18","0","1"
"PO-004186","LOM-0095","Thermal Control Component 0095","Thermal Control","Commodity","1","0","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-15","2025-02-07","2025","2025-01","103","180.0376","246.05","578.61","1","18543.87","19368.53","PA-0000432","180.0376","1","1","0.00","18543.87","103","102","1","1","1","99.03","189.8876","180.04","2025-02-04","-3","1"
"PO-004187","LOM-0101","Precision Mount Assy 0101","Precision Mount","Critical","1","7","1","VEN-028","Spectra Technologies","United Kingdom","Approved","8.62","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-15","2025-02-19","2025","2025-01","16","193.6554","78.01","0.00","0","3098.49","3176.50","PA-0000459","193.6554","1","1","0.00","3098.49","16","16","0","1","1","100.00","198.5310","0.00","2025-02-18","-1","1"
"PO-004188","LOM-0132","Optical Coating Assy 0132","Optical Coating","Critical","3","11","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-15","2025-02-24","2025","2025-01","123","144.2004","441.64","0.00","0","17736.65","18178.29","","","0","0","","","123","122","1","1","1","99.19","149.0024","144.20","2025-02-21","-3","1"
"PO-004189","LOM-0023","Thermal Control Module 0023","Thermal Control","Standard","3","5","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-16","2025-02-18","2025","2025-01","105","251.6845","409.52","0.00","0","26426.87","26836.39","PA-0000106","251.6845","1","1","0.00","26426.87","105","104","1","1","1","99.05","258.0422","251.68","2025-02-17","-1","1"
"PO-004190","LOM-0042","Optical Fibre Assy 0042","Optical Fibre","Critical","1","6","1","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-16","2025-02-28","2025","2025-01","1015","58.0864","890.09","0.00","0","58957.70","59847.79","PA-0000190","58.0864","1","1","0.00","58957.70","1015","1011","4","1","1","99.61","59.1966","232.35","2025-02-27","-1","1"
"PO-004191","LOM-0058","Optical Fibre Module 0058","Optical Fibre","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-16","2025-02-16","2025","2025-01","1225","47.9749","1111.97","0.00","0","58769.25","59881.22","PA-0000261","50.9761","1","1","-3676.47","62445.72","1225","1215","10","1","1","99.18","49.2850","479.75","2025-02-14","-2","1"
"PO-004192","LOM-0077","Precision Mount Assy 0077","Precision Mount","Critical","2","9","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-06","Tomas Varga","Mechanical & Thermal","2025-01-16","2025-02-25","2025","2025-01","56","243.0204","217.38","0.00","0","13609.14","13826.52","PA-0000353","243.0204","1","1","0.00","13609.14","56","55","1","1","1","98.21","251.3913","243.02","2025-02-24","-1","1"
"PO-004193","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-16","2025-02-07","2025","2025-01","197","59.8305","182.27","0.00","0","11786.61","11968.88","PA-0000420","59.8305","1","1","0.00","11786.61","197","194","3","1","1","98.48","61.6953","179.49","2025-02-05","-2","1"
"PO-004194","LOM-0099","Lens Assembly Module 0099","Lens Assembly","Standard","3","4","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-16","2025-02-18","2025","2025-01","110","105.8665","175.33","0.00","0","11645.32","11820.65","PA-0000450","105.8665","1","1","0.00","11645.32","110","109","1","1","1","99.09","108.4463","105.87","2025-02-17","-1","1"
"PO-004195","LOM-0122","Optical Fibre Component 0122","Optical Fibre","Commodity","2","0","0","VEN-035","Kestrel Optical Technologies","Switzerland","Transactional","36.86","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-16","2025-01-29","2025","2025-01","307","11.9803","54.19","0.00","0","3677.95","3732.14","PA-0000564","11.9803","1","1","0.00","3677.95","307","306","1","1","1","99.67","12.1965","11.98","2025-02-06","8","0"
"PO-004196","LOM-0011","Lens Assembly Module 0011","Lens Assembly","Standard","3","5","0","VEN-036","Aperture Technologies","Germany","Transactional","30.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2025-01-17","2025-02-07","2025","2025-01","11","383.4504","87.78","0.00","0","4217.95","4305.73","","","0","0","","","11","11","0","1","1","100.00","391.4304","0.00","2025-02-11","4","0"
"PO-004197","LOM-0081","Photodetector Module 0081","Photodetector","Standard","2","3","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-02","Rafael Duarte","Optoelectronics","2025-01-17","2025-02-23","2025","2025-01","141","364.5551","311.35","0.00","0","51402.27","51713.62","PA-0000369","364.5551","1","1","0.00","51402.27","141","141","0","1","1","100.00","366.7633","0.00","2025-02-23","0","1"
"PO-004198","LOM-0103","Thermal Control Component 0103","Thermal Control","Commodity","3","1","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-17","2025-02-05","2025","2025-01","65","191.6302","185.98","0.00","0","12455.96","12641.94","","","0","0","","","65","64","1","1","1","98.46","197.5304","191.63","2025-02-01","-4","1"
"PO-004199","LOM-0104","Laser Diode Component 0104","Laser Diode","Commodity","2","0","0","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-02","Rafael Duarte","Optoelectronics","2025-01-17","2025-02-14","2025","2025-01","138","644.7225","1450.62","0.00","0","88971.71","90422.33","","","0","0","","","138","137","1","1","1","99.28","660.0170","644.72","2025-02-11","-3","1"
"PO-004200","LOM-0119","Thermal Control Module 0119","Thermal Control","Standard","2","3","0","VEN-003","Crystalline GmbH","Taiwan","Strategic","3.69","BUY-05","Priya Raghunathan","Mechanical & Thermal","2025-01-17","2025-02-20","2025","2025-01","117","157.6033","183.24","0.00","0","18439.59","18622.83","PA-0000547","157.6033","1","1","0.00","18439.59","117","116","1","1","1","99.15","160.5416","157.60","2025-02-18","-2","1"
"PO-004201","LOM-0124","Optical Coating Module 0124","Optical Coating","Standard","3","5","0","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-17","2025-02-19","2025","2025-01","222","132.7229","674.71","0.00","0","29464.48","30139.19","PA-0000571","132.7229","1","1","0.00","29464.48","222","219","3","1","1","98.65","137.6219","398.17","2025-02-17","-2","1"
"PO-004202","LOM-0001","Photodetector Assy 0001","Photodetector","Critical","1","7","1","VEN-015","Crystalline Industries","Taiwan","Preferred","3.57","BUY-01","Adaeze Okonkwo","Optoelectronics","2025-01-20","2025-02-27","2025","2025-01","36","378.9304","212.79","0.00","0","13641.49","13854.28","","","0","0","","","36","36","0","1","1","100.00","384.8412","0.00","2025-02-25","-2","1"
"PO-004203","LOM-0012","Optical Coating Component 0012","Optical Coating","Commodity","3","1","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-20","2025-02-12","2025","2025-01","206","100.2874","131.04","670.53","1","20659.20","21460.77","PA-0000053","100.2874","1","1","0.00","20659.20","206","204","2","1","1","99.03","105.1999","200.57","2025-02-13","1","0"
"PO-004204","LOM-0022","Fibre Connector Component 0022","Fibre Connector","Commodity","2","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-04","Johan Lindberg","Optics & Coatings","2025-01-20","2025-02-15","2025","2025-01","840","9.2698","170.71","0.00","0","7786.63","7957.34","PA-0000100","9.2698","1","1","0.00","7786.63","840","827","13","1","1","98.45","9.6219","120.51","2025-02-23","8","0"
